reporter_code,reporter_name,product_hs6,product_label,year,tariff_type,rate_simple_avg,total_lines,min_rate,max_rate,datatype,source_url,retrieved_utc
764,Thailand,870380,electric-only vehicles,2022,MFN,72.22,18,10,80,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,300420,medicaments containing antibiotics,2022,MFN,5,8,5,5,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,300490,medicaments nes (retail),2022,MFN,4.46,28,0,5,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,15,5,15,15,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,20,9,20,20,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,850760,lithium-ion accumulators,2022,MFN,10,5,10,10,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,854231,ICs processors/controllers,2022,MFN,0,1,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,854232,ICs memories,2022,MFN,0,1,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
360,Indonesia,870380,electric-only vehicles,2022,MFN,34.44,18,10,50,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,300420,medicaments containing antibiotics,2022,MFN,0,8,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,300490,medicaments nes (retail),2022,MFN,0,28,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,15,5,15,15,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,15,9,15,15,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,850760,lithium-ion accumulators,2022,MFN,12,5,0,20,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,854231,ICs processors/controllers,2022,MFN,0,1,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,854232,ICs memories,2022,MFN,0,1,0,0,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
458,Malaysia,870380,electric-only vehicles,2022,MFN,17.78,18,0,35,aveestimated,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/aveestimated,2026-09-01
